1,1,三井住建道路㈱,ミツイスミケンドウロ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
2,1,個人,コジン,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
3,2,個人,コジン,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
4,1,㈱藤井組,フジイグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
5,1,㈱雨森組,アマモリグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
6,1,荒井建設㈱,アライケンセツ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
7,1,㈱生駒組,イコマグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
8,1,㈲神造船建設,ジンゾウセンケンセツ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
9,1,㈲ツツミ,ツツミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
10,1,㈲七尾工務店,ナナオコウムテン,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
11,1,㈱廣野組,ヒロノグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
12,1,橋本建設工業㈱,ハシモトケンセツコウギョウ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
13,1,㈱堀口組,ホリグチグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
14,1,㈱吉安組,ヨシヤスグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
15,1,㈱早坂組,ハヤサカグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
16,1,㈱吉田産業,ヨシダサンギョウ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
17,1,利尻電業㈱,リシリデンギョウ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
18,1,星田建設,ホシダケンセツ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
19,1,山本建設,ヤマモトケンセツ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
20,1,大成工業,タイセイコウギョウ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
21,1,亀田建設,カメダケンセツ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
22,2,㈱藤井組,フジイグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
23,2,㈱雨森組,アマモリグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
24,2,荒井建設㈱,アライケンセツ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
25,2,㈱生駒組,イコマグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
26,2,㈲神造船建設,ジンゾウセンケンセツ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
27,2,㈲ツツミ,ツツミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
28,2,㈲七尾工務店,ナナオコウムテン,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
29,2,㈱廣野組,ヒロノグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
30,2,橋本建設工業㈱,ハシモトケンセツコウギョウ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
31,2,㈱堀口組,ホリグチグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
32,2,㈱吉安組,ヨシヤスグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
33,2,㈱早坂組,ハヤサカグミ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
34,2,㈱吉田産業,ヨシダサンギョウ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
35,2,利尻電業㈱,リシリデンギョウ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
36,2,星田建設,ホシダケンセツ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
37,2,山本建設,ヤマモトケンセツ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
38,2,大成工業,タイセイコウギョウ,1,"",2022-10-23 06:47:20,2022-10-23 06:47:20
39,2,亀田建設,カメダケンセツ,1,"",2022-10-23 06:47:21,2022-10-23 06:47:21
40,2,三井住建道路㈱,ミツイスミケンドウロ,1,"",2022-10-23 06:47:21,2022-10-23 06:47:21
41,2,㈱中田組,ナカタグミ,1,"",2022-10-23 06:47:21,2022-10-23 06:47:21
42,1,㈱中田組,ナカタグミ,1,"",2022-10-23 06:47:21,2022-10-23 06:47:21
43,1,藤・石塚経常建設JV,フジ・イシヅカケイジョウケンセツJV,1,"",2022-10-23 06:47:21,2022-10-23 06:47:21
44,1,中田・荒井JV,ナカタ・アライJV,1,"",2022-10-23 06:47:21,2022-10-23 06:47:21
45,1,中田・ササキJV,ナカタ・ササキJV,1,"",2022-10-23 06:47:21,2022-10-23 06:47:21
46,2,中田・ササキJV,ナカタ・ササキJV,1,"",2022-10-23 06:47:21,2022-10-23 06:47:21
47,1,菅原喜夫,スガワラヨシオ,1,"",2022-10-23 06:47:21,2022-10-23 06:47:21
48,2,稚内港湾施設㈱,ワッカナイコウワンシセツ,1,"",2022-10-23 06:47:21,2022-10-23 06:47:21
49,2,山本隆夫,ヤマモトタカオ,1,"",2022-10-23 06:47:21,2022-10-23 06:47:21
